h3_9,lat,lon,nearest_highway,road_criticality,hospital,market,retail,school,transit,n_poi,osm_context
89601458243ffff,13.0224075,77.5238951,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618924903ffff,12.8805659,77.5520734,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
896014581a7ffff,12.9772621,77.4878248,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
89601459313ffff,13.0602927,77.53133,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
896189241a7ffff,12.8726719,77.602269,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
896016965bbffff,13.068,77.5695719,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
896014594bbffff,13.0251005,77.559003,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618920b5bffff,12.9636852,77.7108637,unclassified,0.3,0.0,0.0,1.0,0.0,0.0,1,"unclassified road, 1 retail"
8960145b24bffff,13.027668,77.5836649,tertiary,0.45,0.0,0.0,0.0,2.0,0.0,2,"tertiary road, 2 school"
8961892e03bffff,12.9938843,77.6848503,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892543bffff,12.9273633,77.671065,residential,0.25,0.0,0.0,1.0,1.0,0.0,2,"residential road, 1 retail, 1 school"
89601692b07ffff,13.1628009,77.6448425,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892e17bffff,12.9958975,77.6688643,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
8960145ae2fffff,12.9514555,77.4960501,secondary,0.6,1.0,0.0,1.0,0.0,0.0,2,"secondary road, 1 retail, 1 hospital"
89618920a77ffff,12.9666,77.7190883,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892ebafffff,13.0017978,77.6092583,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618924e87ffff,12.8872228,77.5957276,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
896189240b3ffff,12.87864785,77.6277557,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892c893ffff,13.0377251,77.6099868,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
89618925d3bffff,12.92004275,77.5929509,tertiary,0.45,0.0,2.0,1.0,1.0,2.0,6,"tertiary road, 2 market, 1 retail, 1 school, 2 transit"
89618924a27ffff,12.9085654,77.5650816,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892cd4bffff,13.0354367,77.6038867,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
89618920cbbffff,12.9190803,77.7363405375,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960145ac57ffff,12.9297128,77.504948,trunk,0.9,0.0,0.0,0.0,0.0,2.0,2,"trunk road, 2 transit"
89618926b8bffff,12.8458396,77.5879195,residential,0.25,0.0,0.0,0.0,1.0,2.0,3,"residential road, 1 school, 2 transit"
89601459c53ffff,13.0369347,77.5102354,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145b27bffff,13.0261687,77.5769481,residential,0.25,0.0,0.0,1.0,1.0,0.0,2,"residential road, 1 retail, 1 school"
8960145ad8bffff,12.9141348,77.4849087,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618925c87ffff,12.9167108,77.6213704,trunk,0.9,1.0,0.0,0.0,2.0,4.0,7,"trunk road, 2 school, 1 hospital, 4 transit"
8961892c813ffff,13.0435017,77.6050333,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
8960145add3ffff,12.9165806,77.4919859,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892e27bffff,13.0233535,77.695736,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892289bffff,12.8818389,77.7569146,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
89618925307ffff,12.954860851515152,77.64122310606061,primary,0.8,2.0,0.0,0.0,0.0,0.0,2,"primary road, 2 hospital"
8960145a54bffff,12.9311288,77.5438062,secondary,0.6,0.0,0.0,0.0,1.0,2.0,3,"secondary road, 1 school, 2 transit"
8960145a853ffff,12.945382833333332,77.49033953333334,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892f503ffff,13.023785828571429,77.71671557142857,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892d80fffff,13.1003213,77.6316592,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
89601696653ffff,13.110528347619049,77.60423765714286,trunk,0.9,0.0,0.0,0.0,0.0,2.0,2,"trunk road, 2 transit"
8961892d873ffff,13.102264300000002,77.63160355,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
8960145aa47ffff,12.96999665,77.4919,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
896189262cbffff,12.8611182,77.6746244,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892db2fffff,13.115274363636363,77.60698185454545,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960145a477ffff,12.9299208,77.55451830000001,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145b527ffff,12.9691952,77.5589433,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89601458513ffff,12.96871,77.5124017,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
89601459cd3ffff,13.0295242,77.5123178,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892e947ffff,12.992042391578948,77.61207913263158,tertiary,0.45,1.0,0.0,0.0,6.0,0.0,7,"tertiary road, 6 school, 1 hospital"
89618921acfffff,13.016873235,77.761971635,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
8960169231bffff,13.1660467,77.711275,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89601692203ffff,13.174255,77.7282783,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892f51bffff,13.0256155,77.7200726,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618924823ffff,12.888723082867132,77.56288616538461,tertiary,0.45,0.0,0.0,2.0,0.0,4.0,6,"tertiary road, 2 retail, 4 transit"
89618924ac7ffff,12.910665332432432,77.58136881351352,secondary,0.6,0.0,0.0,0.0,8.0,0.0,8,"secondary road, 8 school"
8961892f647ffff,13.0597145,77.7433181,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8960145acafffff,12.9227144,77.4946422,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
89601690197ffff,13.1832662,77.6784979,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892e697ffff,12.9906096,77.7177284,tertiary,0.45,0.0,1.0,0.0,0.0,0.0,1,"tertiary road, 1 market"
8961892cd6fffff,13.0325233,77.5928301,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892cdc7ffff,13.0219291,77.6034545,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
8960145a0b3ffff,12.9325114,77.5408155,trunk,0.9,2.0,0.0,0.0,1.0,0.0,3,"trunk road, 1 school, 2 hospital"
8961892e987ffff,12.9756701,77.6129786,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8960145908bffff,13.042712,77.5505356,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618925683ffff,12.9400183,77.6873517,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618926043ffff,12.8420014,77.6646585,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618924c3bffff,12.8740778,77.5838721,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
8961892ed6fffff,12.98129,77.62265,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89601458153ffff,12.9906409,77.501504,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8960145ac37ffff,12.9234196,77.4931833,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
896014512a7ffff,12.9039264,77.5108473,tertiary_link,0.2,0.0,0.0,0.0,1.0,5.0,6,"tertiary_link road, 1 school, 5 transit"
8960169119bffff,13.2421766,77.7128104,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960169008fffff,13.1986186,77.6974517,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
896016900a7ffff,13.1947955,77.6872115,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892e377ffff,13.0116227,77.6708449,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
89618924253ffff,12.9152393,77.6429504,residential,0.25,0.0,0.0,0.0,4.0,0.0,4,"residential road, 4 school"
8961892ea1bffff,13.0172507,77.6393786,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601459213ffff,13.0664254,77.5524418,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89601459e7bffff,13.0606926,77.5067448,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8960145944bffff,13.0402034,77.5662741,unclassified,0.3,0.0,0.0,0.0,0.0,0.0,0,unclassified road
8961892e627ffff,12.998495,77.7017267,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
89618924373ffff,12.9082899,77.613707,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
896189252bbffff,12.9566233,77.6663328,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892c3b3ffff,13.0502847,77.645798,primary,0.8,0.0,0.0,1.0,1.0,0.0,2,"primary road, 1 retail, 1 school"
8961892ea9bffff,13.0106614,77.6452543,primary,0.8,0.0,1.0,0.0,1.0,3.0,5,"primary road, 1 market, 1 school, 3 transit"
89601451097ffff,12.8778133,77.517105,residential,0.25,0.0,0.0,0.0,0.0,1.0,1,"residential road, 1 transit"
89601692303ffff,13.166005,77.7086083,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892e2a7ffff,13.006995896470588,77.6882511482353,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925cd3ffff,12.924331853787844,77.62878228621094,primary,0.8,0.0,0.0,0.0,3.0,3.0,6,"primary road, 3 school, 3 transit"
89618925a4bffff,12.97376355,77.61194560230769,primary,0.8,0.0,0.0,1.0,0.0,1.0,2,"primary road, 1 retail, 1 transit"
896014592b3ffff,13.057389465789475,77.54762996052632,residential,0.25,0.0,0.0,1.0,0.0,0.0,1,"residential road, 1 retail"
89601696003ffff,13.099104607407408,77.5761641888889,secondary,0.6,2.0,0.0,2.0,0.0,0.0,4,"secondary road, 2 retail, 2 hospital"
8960145903bffff,13.0463449,77.5402667,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892c583ffff,13.0158314,77.661954,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
89601453357ffff,12.8568032,77.5299883,motorway_link,0.2,0.0,0.0,0.0,0.0,0.0,0,motorway_link road
89618925a9bffff,12.9576515,77.6153766,residential,0.25,0.0,0.0,0.0,4.0,2.0,6,"residential road, 4 school, 2 transit"
89601451aa7ffff,12.9035725,77.4498397,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145364bffff,12.8559873,77.5686612,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618924dcbffff,12.8691162,77.5757152,tertiary,0.45,0.0,0.0,2.0,0.0,2.0,4,"tertiary road, 2 retail, 2 transit"
89618924057ffff,12.8928909,77.6332198,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892601bffff,12.8369009,77.6628802,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892711bffff,12.8817929,77.6731186,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892016fffff,12.9431836,77.7506787,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145938bffff,13.0577516,77.5338148,secondary,0.6,1.0,0.0,0.0,0.0,0.0,1,"secondary road, 1 hospital"
8960145a473ffff,12.932727,77.5572228,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892cb5bffff,13.0698207,77.5943573,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145b0abffff,12.9896175,77.5716275,primary,0.8,0.0,0.0,0.0,0.0,3.0,3,"primary road, 3 transit"
896189255dbffff,12.919039054285715,77.66925823142857,primary,0.8,2.0,0.0,1.0,1.0,0.0,4,"primary road, 1 retail, 1 school, 2 hospital"
8961892012fffff,12.93600269327434,77.74866616520504,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892cbd3ffff,13.0590383,77.5990417,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
89618925e67ffff,12.9543085,77.6161758,tertiary,0.45,0.0,0.0,0.0,0.0,2.0,2,"tertiary road, 2 transit"
8961892e14bffff,12.9977986,77.6753601,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960169106fffff,13.2645843,77.7187993,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145aa43ffff,12.9700582,77.4929923,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618925adbffff,12.9651114,77.6176914,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
896189248c3ffff,12.88828175,77.5819037,secondary,0.6,0.0,0.0,0.0,1.0,1.0,2,"secondary road, 1 school, 1 transit"
8961892cc43ffff,13.037425207959682,77.62532304333334,residential,0.25,1.0,0.0,0.0,0.0,1.0,2,"residential road, 1 hospital, 1 transit"
896189255d3ffff,12.9160445,77.66786496363636,tertiary,0.45,0.0,0.0,1.0,0.0,0.0,1,"tertiary road, 1 retail"
8961892db4fffff,13.121415772222225,77.61938731111111,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
89618925897ffff,12.930884595454549,77.60653031925135,tertiary,0.45,0.0,0.0,0.0,2.0,0.0,2,"tertiary road, 2 school"
8961892ec8fffff,12.972433811111111,77.65063444444445,tertiary,0.45,0.0,1.0,2.0,1.0,1.0,5,"tertiary road, 1 market, 2 retail, 1 school, 1 transit"
8961892ecd7ffff,12.97428366,77.65667104,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618925dafffff,12.9118911,77.5901802,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
89618921ab7ffff,13.0060866625,77.7514058375,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145808fffff,12.9884109,77.5161497,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8960169622bffff,13.1249374,77.5735977,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89601696277ffff,13.125281,77.5742502,primary,0.8,1.0,0.0,0.0,0.0,1.0,2,"primary road, 1 hospital, 1 transit"
89618924293ffff,12.90246982548289,77.64125450219566,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960169658fffff,13.071912500000002,77.57291693333333,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
896189259afffff,12.929428,77.5734735,secondary,0.6,0.0,0.0,0.0,1.0,1.0,2,"secondary road, 1 school, 1 transit"
89618925873ffff,12.946283,77.6019923,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
8961892e92bffff,12.989156755,77.60309759900001,living_street,0.15,2.0,1.0,0.0,1.0,0.0,4,"living_street road, 1 market, 1 school, 2 hospital"
89618925d63ffff,12.92715,77.59373049999999,tertiary,0.45,2.0,0.0,0.0,1.0,1.0,4,"tertiary road, 1 school, 2 hospital, 1 transit"
8961892e91bffff,12.9863226,77.6157885,secondary,0.6,0.0,0.0,0.0,1.0,1.0,2,"secondary road, 1 school, 1 transit"
8961892605bffff,12.8452916,77.666437,tertiary,0.45,1.0,0.0,0.0,0.0,0.0,1,"tertiary road, 1 hospital"
8961892e49bffff,12.9706196,77.716528,unclassified,0.3,0.0,0.0,1.0,0.0,0.0,1,"unclassified road, 1 retail"
8960145b657ffff,13.0045392,77.5988627,residential,0.25,0.0,0.0,0.0,1.0,1.0,2,"residential road, 1 school, 1 transit"
8961892e453ffff,12.9820867,77.7157317,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601459c07ffff,13.0291779,77.4997381,residential,0.25,0.0,0.0,0.0,0.0,1.0,1,"residential road, 1 transit"
8961892cc67ffff,13.0364099,77.6138654,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
89618925e83ffff,12.9411733,77.627165,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892c493ffff,13.0207568,77.6855388,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892f57bffff,13.0305764,77.7169953,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892e103ffff,12.9857043,77.6720109,secondary,0.6,0.0,0.0,2.0,1.0,0.0,3,"secondary road, 2 retail, 1 school"
89601458177ffff,12.9912371,77.4875785,residential,0.25,0.0,0.0,0.0,0.0,1.0,1,"residential road, 1 transit"
89601451613ffff,12.8931845,77.537668,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618925443ffff,12.9326847,77.682461,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892445bffff,12.8807353,77.6551317,tertiary,0.45,1.0,0.0,0.0,1.0,0.0,2,"tertiary road, 1 school, 1 hospital"
8960145b31bffff,13.0081694,77.5600349,secondary,0.6,0.0,0.0,0.0,3.0,2.0,5,"secondary road, 3 school, 2 transit"
896189254b3ffff,12.9145101,77.6762358,primary,0.8,1.0,0.0,0.0,1.0,0.0,2,"primary road, 1 school, 1 hospital"
8960145b387ffff,12.9997243,77.558256,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8960145b12bffff,12.989165914285715,77.54617459285714,tertiary,0.45,0.0,0.0,0.0,3.0,0.0,3,"tertiary road, 3 school"
8961892ed0fffff,12.97293686571221,77.62596582917045,residential,0.25,1.0,0.0,1.0,1.0,0.0,3,"residential road, 1 retail, 1 school, 1 hospital"
8960145a48bffff,12.923035399999998,77.5657006,residential,0.25,2.0,0.0,0.0,0.0,0.0,2,"residential road, 2 hospital"
896016913d3ffff,13.266818,77.7192361,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892f463ffff,13.0362807,77.7353685,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892cc03ffff,13.031234294117649,77.62139225294118,secondary,0.6,0.0,0.0,0.0,2.0,2.0,4,"secondary road, 2 school, 2 transit"
89601696513ffff,13.0721041,77.5729172,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
896189240d3ffff,12.88615315846443,77.64152982374607,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
896016944c7ffff,13.1341042,77.5700802,residential,0.25,0.0,0.0,0.0,1.0,1.0,2,"residential road, 1 school, 1 transit"
89601451287ffff,12.9026833,77.5190814,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
8961892468bffff,12.8932784,77.6570754,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925233ffff,12.9599297,77.6586915,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892ea23ffff,13.014673,77.6276223,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892660bffff,12.8457393,77.6809993,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145b52fffff,12.974483,77.5573837,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618924077ffff,12.8938018,77.6257782,secondary,0.6,1.0,0.0,0.0,1.0,0.0,2,"secondary road, 1 school, 1 hospital"
8961892406fffff,12.8978437,77.6263356,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892ce57ffff,13.0573646,77.6274147,tertiary,0.45,0.0,0.0,1.0,1.0,0.0,2,"tertiary road, 1 retail, 1 school"
8960145863bffff,13.0024119,77.5312298,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601458623ffff,13.0004011,77.5261975,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618924117ffff,12.8792256,77.6098139,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892410fffff,12.8833483,77.60725,secondary,0.6,1.0,0.0,1.0,1.0,0.0,3,"secondary road, 1 retail, 1 school, 1 hospital"
89618925e17ffff,12.9439625,77.623702,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145855bffff,12.980443683333334,77.51713883333333,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
8960145968bffff,13.047429835714285,77.57155215,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
896189254cfffff,12.929225247272727,77.68408434545454,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
896189209bbffff,12.9263943,77.6978095,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892c8a3ffff,13.0392608,77.5997035,residential,0.25,0.0,0.0,2.0,0.0,0.0,2,"residential road, 2 retail"
8961892c087ffff,13.037923,77.664938,residential,0.25,0.0,0.0,1.0,0.0,0.0,1,"residential road, 1 retail"
8960145166bffff,12.907096614408124,77.53212372,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892440bffff,12.876003208421052,77.64785323403508,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
8961892cb53ffff,13.066729961224487,77.59424555918368,tertiary,0.45,3.0,0.0,0.0,1.0,3.0,7,"tertiary road, 1 school, 3 hospital, 3 transit"
8960169019bffff,13.188505021129034,77.68047543774193,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618925d23ffff,12.9173203,77.5890184,unclassified,0.3,0.0,0.0,0.0,1.0,1.0,2,"unclassified road, 1 school, 1 transit"
8961892eab7ffff,13.0036877,77.6318361,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
896014586afffff,12.9963525,77.5295409,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601459ec7ffff,13.0533824,77.5117663,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618924803ffff,12.8876271,77.5708033,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
8961892e1c3ffff,12.9851535,77.679368,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
8960145a00bffff,12.9444383,77.543335,residential,0.25,0.0,0.0,0.0,0.0,1.0,1,"residential road, 1 transit"
89618925c5bffff,12.9336203,77.6270019,tertiary,0.45,0.0,0.0,0.0,2.0,0.0,2,"tertiary road, 2 school"
89618926687ffff,12.8354691,77.6805315,tertiary,0.45,1.0,0.0,0.0,2.0,0.0,3,"tertiary road, 2 school, 1 hospital"
89601459bc7ffff,13.058399,77.4755391,motorway_link,0.2,0.0,0.0,0.0,0.0,0.0,0,motorway_link road
89601696507ffff,13.0734484,77.5667883,residential,0.25,0.0,0.0,0.0,0.0,1.0,1,"residential road, 1 transit"
89601696417ffff,13.0810753,77.5927014,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601459c4fffff,13.0420384,77.5051426,residential,0.25,1.0,0.0,0.0,1.0,1.0,3,"residential road, 1 school, 1 hospital, 1 transit"
8960169692bffff,13.0933702,77.488978,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
89601696917ffff,13.0882399,77.494954,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8960169740fffff,13.13860532,77.6214106,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892e457ffff,12.9810025,77.7123049,unclassified,0.3,0.0,0.0,0.0,0.0,0.0,0,unclassified road
896189271bbffff,12.8747558,77.6689402,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960145b6d7ffff,12.9985993,77.6024903,residential,0.25,0.0,0.0,1.0,0.0,0.0,1,"residential road, 1 retail"
89601458583ffff,12.9636591,77.5127731,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601458ec3ffff,13.0000588,77.4854115,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601458ec7ffff,13.0008363,77.4819575,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892ca37ffff,13.0657444,77.6008406,tertiary,0.45,2.0,1.0,0.0,1.0,0.0,4,"tertiary road, 1 market, 1 school, 2 hospital"
8960144a2cbffff,13.0715267,77.442553,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892198bffff,12.9801183,77.7337017,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
8960145a6a7ffff,12.940137,77.5576986,tertiary,0.45,2.0,0.0,0.0,0.0,0.0,2,"tertiary road, 2 hospital"
89601690d5bffff,13.1887595,77.6394921,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
896014586b3ffff,12.99237,77.53356,tertiary,0.45,0.0,0.0,0.0,2.0,0.0,2,"tertiary road, 2 school"
89618924333ffff,12.9005562,77.6076074,living_street,0.15,0.0,0.0,0.0,2.0,0.0,2,"living_street road, 2 school"
89601458573ffff,12.9767067,77.5100283,primary,0.8,0.0,0.0,0.0,1.0,0.0,1,"primary road, 1 school"
89618925653ffff,12.9549345,77.689989,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
896189255a7ffff,12.908425,77.6491867,tertiary,0.45,0.0,0.0,2.0,1.0,1.0,4,"tertiary road, 2 retail, 1 school, 1 transit"
8960145a6cfffff,12.950699663999998,77.57059785999999,residential,0.25,1.0,0.0,1.0,0.0,0.0,2,"residential road, 1 retail, 1 hospital"
8961892446fffff,12.884107793789887,77.641462289599,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925acfffff,12.9652864,77.6142947,tertiary,0.45,0.0,0.0,3.0,1.0,0.0,4,"tertiary road, 3 retail, 1 school"
8960145a063ffff,12.9496967,77.5392933,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618920e1bffff,12.9492875,77.745304,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
896189209b7ffff,12.9226205,77.6953282,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960145a84fffff,12.9509055,77.4865928,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
8961892e80fffff,12.994262284689684,77.62914615872035,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618926b83ffff,12.84448045,77.58816885,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8961892e647ffff,13.0068307,77.71421785,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
896014593cfffff,13.0637795,77.5342775,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
